conversation_id,summary,transcript,MM Card Issue,MM Card Partner issue,Dashboard Issue,Dashboard Subcategory,KYC Issue,KYC Subcategory
908764,"Question
The customer contacted us for assistance with using the MetaMask Card and accessing the dashboard on the MetaMask extension.Summary• Customer is having trouble using the MetaMask Card and wants to talk to a person.
• Customer is using the MetaMask extension and needs help accessing the dashboard.
• Customer needs assistance with connecting to MetaMask.
• Customer is being transferred to an agent and needs to provide their MetaMask app, version, operating system, network, and public address.
• Agent reminds customer to provide a detailed description of their issue and will close the conversation if there is no response in 10 minutes.","bot: Pick an option from the menu below
user: Using MetaMask Card
bot: Please choose the relevant MetaMask Card help topic
user: I’m having trouble using the card
bot: Please select the option that describes your issue
user: I can’t connect with MetaMask
bot: Click here to learn more on how to access the dashboard with MetaMask. 
bot: Was this helpful?
user: Talk to a person 👤
bot: We just need a bit more information to connect you with the right person.
bot: Please select the MetaMask app that's related to your inquiry.
bot: What version of MetaMask extension are you using?
bot: Which operating system are you using?
bot: Please select the network that's related to your inquiry.
bot: Please share your MetaMask public address (starting with 0x). 
bot: Please provide a detailed description of your query for our agents.
user: Bom dia
bot: You are now being transferred to an agent.
admin: Hello! Thank you for reaching MetaMask support. Please describe your issue in as much detail as possible.
bot: Just checking back in, let us know if you need more time. If we don't hear back from you in 10 min we will close this conversation due to inactivity
bot: We're going to go ahead and wrap up this conversation.
Send us a message if you need anything else.
bot: If you have 30 seconds, please rate your experience below and share any feedback you have. We’d love to hear from you!
bot: [Conversation Rating Request]
Conversation description: Bom dia",None,None,None,None,None,None
908767,"Question
The customer is having trouble logging into their MetaMask Card account.Summary• Customer is having trouble logging into their MetaMask Card account.
• They are using the Edge browser and have already reset their password.
• Teammate requested a screenshot of the browser's extension manager page for troubleshooting.
• Customer is unsure how to take a screenshot.
• Teammate will close the conversation if there is no response in 10 minutes.","bot: Pick an option from the menu below
user: Using MetaMask Card
bot: Please choose the relevant MetaMask Card help topic
user: I’m having trouble using the card
bot: Please select the option that describes your issue
user: I can’t connect with MetaMask
bot: Click here to learn more on how to access the dashboard with MetaMask. 
bot: Was this helpful?
user: Talk to a person 👤
bot: We just need a bit more information to connect you with the right person.
bot: Please select the MetaMask app that's related to your inquiry.
bot: What version of MetaMask extension are you using?
bot: Which operating system are you using?
bot: Please select the network that's related to your inquiry.
bot: Please share your MetaMask public address (starting with 0x). 
bot: Please provide a detailed description of your query for our agents.
user: https://card.metamask.io/account/login
bot: You are now being transferred to an agent.
admin: Hello! Thank you for reaching MetaMask support. Please describe your issue in as much detail as possible.
user: tenho problemas em fazer login  para gerir cartao Meta
admin: I'm sorry to hear that! Why are you unable to log into your Metamask Card account?
admin: We use a translation tool to assist in your language as best we can.﻿We disclaim any liability for any miscommunication caused by such translation tool.
user: bloqueado
admin: Does a red error message appear in the upper-right corner of the page?
user: sim
admin: Alright. Please follow the instructions shown there. It should show an email address that you need to contact. Here, you contacted Metamask Wallet support.
user: sabe dizer o email deles para contacto?
admin: It should be shown in the red error message that appears.Maybe we are not talking about the same thing. Please take a screenshot fo the entire login page with the error message also visible and send it here, so I can check.
admin: Take your time.
user: Esta mensagem foi removida
user: Erro de Rede
admin: Thank you!Yes, this is different. It's not saying ""Account blocked"" anywhere.
bot: We prioritize your confidentiality and security. Your recent message to us included sensitive details like PII, SRP, or Private Key, which are not meant to be shared. To protect your privacy, we’ve erased this message from our records. Please avoid sharing sensitive information in future communications to safeguard your privacy and assets.
admin: Ignore the long message.
admin: You said that it's saying ""blocked"", that what confused me.Alright, let's see.
admin: What browser are you using.
user: edge
admin: Can you please navigate to your browser's extension manager tab-&gt; Click ""Manage Extensions""-&gt; take a screenshot of the entire page-&gt; send it here, please

Take your time.
user: Esta mensagem foi removida
admin: Please continue:Click ""Manage Extensions""-&gt; take a screenshot of the entire page-&gt; send it here, please

Take your time.
bot: We prioritize your confidentiality and security. Your recent message to us included sensitive details like PII, SRP, or Private Key, which are not meant to be shared. To protect your privacy, we’ve erased this message from our records. Please avoid sharing sensitive information in future communications to safeguard your privacy and assets.
admin: Ignore the long message again. It keeps censoring your screenshots for some reason.
user: o problema é que continuar a dizer erro de rede já reset senha e nada funciona
admin: We'll try to see if it can be solved here via chat. Please provide me with the screenshot requested above, so we can continue with the troubleshooting.
user: captura como?
admin: The same way you did earlier. Just take a simple screenshot of the Extension Manager page.
bot: Just checking back in, let us know if you need more time. If we don't hear back from you in 10 min we will close this conversation due to inactivity
admin: Are you still there?
admin: Since you are not responding anymore, I will have to close this conversation as there are other people waiting for support. For any other questions, please, do not hesitate to reach back! A colleague of mine will answer all your MetaMask related questions.
admin: Thank you for reaching out to MetaMask support!

You can always come back to us, or to our Knowledge Base if you need further assistance.

Have a great day! 🦊💛
bot: If you have 30 seconds, please rate your experience below and share any feedback you have. We’d love to hear from you!
bot: [Conversation Rating Request]
Conversation description: https://card.metamask.io/account/login",Other,None,None,None,None,None
909822,"To reset your MetaMask password, you will need your 12-word Secret Recovery Phrase. Here are the steps you should follow:

1. Lock Your Wallet: If your wallet is currently unlocked, lock it by clicking on the account icon in the top right corner and selecting ""Lock"" from the dropdown menu.

2. Forgot Password: On the unlock view, click ""Forgot password.""

3. Enter Secret Recovery Phrase: Enter your 12-word Secret Recovery Phrase in the text boxes. Ensure each word is in the correct order and all in lowercase.

4. Set New Password: Enter your new password and retype it to confirm.

5. Restore: Click ""Restore"" to complete the process.

If you continue to experience issues with setting a new password, ensure that your new password meets any specific requirements set by MetaMask, such as length and complexity. If the problem persists, double-check that your Secret Recovery Phrase is entered correctly. If you have any imported accounts, make sure you have their private keys backed up, as they will not be recovered with the Secret Recovery Phrase.","bot: To reset your MetaMask password, you will need your 12-word Secret Recovery Phrase. Here are the steps you should follow:
 
1. Lock Your Wallet: If your wallet is currently unlocked, lock it by clicking on the account icon in the top right corner and selecting ""Lock"" from the dropdown menu.
 
2. Forgot Password: On the unlock view, click ""Forgot password.""
 
3. Enter Secret Recovery Phrase: Enter your 12-word Secret Recovery Phrase in the text boxes. Ensure each word is in the correct order and all in lowercase.
 
4. Set New Password: Enter your new password and retype it to confirm.
 
5. Restore: Click ""Restore"" to complete the process.
 
If you continue to experience issues with setting a new password, ensure that your new password meets any specific requirements set by MetaMask, such as length and complexity. If the problem persists, double-check that your Secret Recovery Phrase is entered correctly. If you have any imported accounts, make sure you have their private keys backed up, as they will not be recovered with the Secret Recovery Phrase.
-----------------------------------
This response was generated by AI.
bot: Is this what you were looking for?
user: Talk to a person 👤
bot: We just need a bit more information to connect you with the right person.
bot: Please select the MetaMask app that's related to your inquiry.
bot: Please select the network that's related to your inquiry.
bot: Please share your MetaMask public address (starting with 0x). 
bot: Please provide a detailed description of your query for our agents.
user: I cannot login to my metamask card account...it doesn't accept my password and when I try to reset it it doesn't accept the new password
bot: You are now being transferred to an agent.
bot: Hey there! Just letting you know that all our agents are helping other customers right now, but you're in line. Someone will be with you real soon. Thanks for hanging in there!
bot: Hey, just a quick update: we're super busy, but we're getting closer to your turn. Thanks for sticking around.
bot: It’s a busy day on our end, but hang tight, we haven’t forgotten about you! Your turn is coming up. Really appreciate your patience!
bot: Unfortunately our agents are not able to take your request in a timely manner.
bot: We will need to raise a ticket for this request. Our usual reply time is under 1 business day. 
bot: Please provide us with your email address for ticket updates.
Cristi GPT response: To reset your MetaMask password, you will need your 12-word Secret Recovery Phrase. Here are the steps you should follow:

1. Lock Your Wallet: If your wallet is currently unlocked, lock it by clicking on the account icon in the top right corner and selecting ""Lock"" from the dropdown menu.

2. Forgot Password: On the unlock view, click ""Forgot password.""

3. Enter Secret Recovery Phrase: Enter your 12-word Secret Recovery Phrase in the text boxes. Ensure each word is in the correct order and all in lowercase.

4. Set New Password: Enter your new password and retype it to confirm.

5. Restore: Click ""Restore"" to complete the process.

If you continue to experience issues with setting a new password, ensure that your new password meets any specific requirements set by MetaMask, such as length and complexity. If the problem persists, double-check that your Secret Recovery Phrase is entered correctly. If you have any imported accounts, make sure you have their private keys backed up, as they will not be recovered with the Secret Recovery Phrase.
Conversation description: I cannot login to my metamask card account...it doesn't accept my password and when I try to reset it it doesn't accept the new password",Wallet restore issue or SRP lost,None,None,None,None,None
909181,Does not exist,"bot: Pick an option from the menu below
user: Registration
bot: Please choose the relevant MetaMask Card help topic
user: Didn’t receive confirmation link
bot: Please contact Crypto Life (CL) Support at metamask@cl-cards.com  for any issues or questions regarding the change of e-mail or phone number for MetaMask Card.",Partner issue,Didn't receive confirmation email,None,None,None,None
909772,Does not exist,"bot: Unfortunately we couldn't process your request. Please follow the steps below for receiving further assistance.
bot: Pick an option from the menu below.
user: Wallet
bot: Pick an option from the menu below.
user: MetaMask Card
bot: Pick an option from the menu below",None,None,None,None,None,None
909646,I do not know.,"bot: Sorry, I couldn’t answer that. Please  share more details about your question, or type ‘agent’ to be transferred to a support agent.
user: https://consensys.io/privacy-policy
bot: Unfortunately we couldn't process your request. Please follow the steps below for receiving further assistance.
bot: Pick an option from the menu below.
user: MetaMask Card
bot: Pick an option from the menu below
user: FAQ’s
bot: Click here to see the most common FAQ’s about MetaMask Card.
bot: Was this helpful?
Cristi GPT response: I do not know.",Other,None,None,None,None,None
908596,Does not exist,"bot: Pick an option from the menu below
user: Registration
bot: Please choose the relevant MetaMask Card help topic
user: Change e-mail / phone number
bot: Please contact Crypto Life (CL) Support at metamask@cl-cards.com  for any issues or questions regarding the change of e-mail or phone number for MetaMask Card.",Partner issue,Wants to change email,None,None,None,None
908994,"Per trasferire i fondi dal tuo token alla MetaMask Card e poterli spendere, segui questi passaggi:

1. Bridge dei Fondi a Linea: La MetaMask Card utilizza la rete Linea per le transazioni. Dovrai trasferire i tuoi fondi su Linea. Puoi farlo tramite la funzione di bridging nel tuo MetaMask Portfolio. Assicurati di avere ETH per coprire le commissioni di gas.

2. Imposta un Limite di Spesa: Dopo aver trasferito i fondi su Linea, dovrai impostare un limite di spesa per la tua MetaMask Card. Puoi scegliere di approvare automaticamente la spesa di un token specifico o impostare un limite specifico. Questo ti permetterà di spendere i token direttamente dal tuo account MetaMask.

3. Aggiungi la MetaMask Card al tuo Portafoglio Digitale: Puoi aggiungere la tua MetaMask Card a Apple Wallet o Google Wallet per facilitare le transazioni.

4. Inizia a Spendere: Una volta impostato tutto, puoi iniziare a utilizzare la tua MetaMask Card ovunque sia accettata Mastercard, sia online che nei negozi fisici.

Assicurati di avere sempre un saldo sufficiente di ETH per coprire le commissioni di gas per le transazioni.","bot: Per trasferire i fondi dal tuo token alla MetaMask Card e poterli spendere, segui questi passaggi:
 
1. Bridge dei Fondi a Linea: La MetaMask Card utilizza la rete Linea per le transazioni. Dovrai trasferire i tuoi fondi su Linea. Puoi farlo tramite la funzione di bridging nel tuo MetaMask Portfolio. Assicurati di avere ETH per coprire le commissioni di gas.
 
2. Imposta un Limite di Spesa: Dopo aver trasferito i fondi su Linea, dovrai impostare un limite di spesa per la tua MetaMask Card. Puoi scegliere di approvare automaticamente la spesa di un token specifico o impostare un limite specifico. Questo ti permetterà di spendere i token direttamente dal tuo account MetaMask.
 
3. Aggiungi la MetaMask Card al tuo Portafoglio Digitale: Puoi aggiungere la tua MetaMask Card a Apple Wallet o Google Wallet per facilitare le transazioni.
 
4. Inizia a Spendere: Una volta impostato tutto, puoi iniziare a utilizzare la tua MetaMask Card ovunque sia accettata Mastercard, sia online che nei negozi fisici.
 
Assicurati di avere sempre un saldo sufficiente di ETH per coprire le commissioni di gas per le transazioni.
-----------------------------------
This response was generated by AI.
bot: Is this what you were looking for?
user: Talk to a person 👤
bot: We just need a bit more information to connect you with the right person.
bot: Please select the MetaMask app that's related to your inquiry.
bot: What version of MetaMask extension are you using?
bot: Which operating system are you using?
bot: Please select the network that's related to your inquiry.
bot: Please share your MetaMask public address (starting with 0x). 
bot: Please provide a detailed description of your query for our agents.
user: come faccio a trasferire i soldi del token alla metamask card?
bot: You are now being transferred to an agent.
bot: Hey there! Just letting you know that all our agents are helping other customers right now, but you're in line. Someone will be with you real soon. Thanks for hanging in there!
bot: Hey, just a quick update: we're super busy, but we're getting closer to your turn. Thanks for sticking around.
user: ho ricevuto 182,80 dollari su metamask e non riesco a spenderli; sto provando a fare la metamask card per poterli utilizzare e mi dice di trasferirli 
bot: It’s a busy day on our end, but hang tight, we haven’t forgotten about you! Your turn is coming up. Really appreciate your patience!
bot: Unfortunately our agents are not able to take your request in a timely manner.
bot: We will need to raise a ticket for this request. Our usual reply time is under 1 business day. 
bot: Please provide us with your email address for ticket updates.
Cristi GPT response: Per trasferire i fondi dal tuo token alla MetaMask Card e poterli spendere, segui questi passaggi:

1. Bridge dei Fondi a Linea: La MetaMask Card utilizza la rete Linea per le transazioni. Dovrai trasferire i tuoi fondi su Linea. Puoi farlo tramite la funzione di bridging nel tuo MetaMask Portfolio. Assicurati di avere ETH per coprire le commissioni di gas.

2. Imposta un Limite di Spesa: Dopo aver trasferito i fondi su Linea, dovrai impostare un limite di spesa per la tua MetaMask Card. Puoi scegliere di approvare automaticamente la spesa di un token specifico o impostare un limite specifico. Questo ti permetterà di spendere i token direttamente dal tuo account MetaMask.

3. Aggiungi la MetaMask Card al tuo Portafoglio Digitale: Puoi aggiungere la tua MetaMask Card a Apple Wallet o Google Wallet per facilitare le transazioni.

4. Inizia a Spendere: Una volta impostato tutto, puoi iniziare a utilizzare la tua MetaMask Card ovunque sia accettata Mastercard, sia online che nei negozi fisici.

Assicurati di avere sempre un saldo sufficiente di ETH per coprire le commissioni di gas per le transazioni.
Conversation description: come faccio a trasferire i soldi del token alla metamask card?",User training,None,None,None,None,None
909539,"To spend from your spending caps in MetaMask, you need to follow these steps:

1. Set Up Spending Caps: When you interact with a dapp that requires token approvals, MetaMask will prompt you to set a spending cap. You can choose to automatically approve spending, which allows the dapp to access as much of the token as you have, or you can set a specific limit.

2. Use MetaMask Card: If you are using the MetaMask Card, you can spend your tokens anywhere Mastercard is accepted. You need to set a spending limit for the card, which can be done by choosing either to automatically approve spending or to approve a specific limit.

3. Transaction Process: When you make a transaction, the MetaMask Card will convert your tokens into fiat currency at the time of the transaction. You can use your card details directly online or add it to a digital wallet like Apple Pay or Google Wallet for physical transactions.

4. Manage and Revoke Spending Caps: You can manage and revoke your spending caps through the MetaMask Portfolio. This involves navigating to the 'Spending Caps' tab and revoking any caps you no longer wish to maintain.

Ensure you have enough ETH in your wallet to cover gas fees for transactions and approvals.","bot: Yes, you can spend from your spending caps in MetaMask. Spending caps, also known as token approvals or allowances, are permissions you sign to allow a dapp to access a specific number of tokens from your account. This is typically required when interacting with a dapp for operations like depositing, sending, or staking tokens. Once a spending cap transaction is signed, it remains valid until you revoke it or the allowance is used up.
 
If you are using the MetaMask Card, you can set a spending limit, which is a specific token amount that the card can spend from your account. You can choose to automatically approve spending, allowing the card to use as much of a specific token as you have, or approve a specific limit, which restricts spending to the set amount.
-----------------------------------
This response was generated by AI.
user: How do I spend then 
bot: To spend from your spending caps in MetaMask, you need to follow these steps:
 
1. Set Up Spending Caps: When you interact with a dapp that requires token approvals, MetaMask will prompt you to set a spending cap. You can choose to automatically approve spending, which allows the dapp to access as much of the token as you have, or you can set a specific limit.
 
2. Use MetaMask Card: If you are using the MetaMask Card, you can spend your tokens anywhere Mastercard is accepted. You need to set a spending limit for the card, which can be done by choosing either to automatically approve spending or to approve a specific limit.
 
3. Transaction Process: When you make a transaction, the MetaMask Card will convert your tokens into fiat currency at the time of the transaction. You can use your card details directly online or add it to a digital wallet like Apple Pay or Google Wallet for physical transactions.
 
4. Manage and Revoke Spending Caps: You can manage and revoke your spending caps through the MetaMask Portfolio. This involves navigating to the 'Spending Caps' tab and revoking any caps you no longer wish to maintain.
 
Ensure you have enough ETH in your wallet to cover gas fees for transactions and approvals.
-----------------------------------
This response was generated by AI.
bot: Is this what you were looking for?
user: That's it 👍
bot: I'm glad I could help out!
bot: Please rate the AI to understand how it is doing:
bot: [Conversation Rating Request]
bot: In case you need further assistance, please click the relevant button below.
Cristi GPT response: To spend from your spending caps in MetaMask, you need to follow these steps:

1. Set Up Spending Caps: When you interact with a dapp that requires token approvals, MetaMask will prompt you to set a spending cap. You can choose to automatically approve spending, which allows the dapp to access as much of the token as you have, or you can set a specific limit.

2. Use MetaMask Card: If you are using the MetaMask Card, you can spend your tokens anywhere Mastercard is accepted. You need to set a spending limit for the card, which can be done by choosing either to automatically approve spending or to approve a specific limit.

3. Transaction Process: When you make a transaction, the MetaMask Card will convert your tokens into fiat currency at the time of the transaction. You can use your card details directly online or add it to a digital wallet like Apple Pay or Google Wallet for physical transactions.

4. Manage and Revoke Spending Caps: You can manage and revoke your spending caps through the MetaMask Portfolio. This involves navigating to the 'Spending Caps' tab and revoking any caps you no longer wish to maintain.

Ensure you have enough ETH in your wallet to cover gas fees for transactions and approvals.",User training,None,None,None,None,None
909899,Does not exist,"bot: Pick an option from the menu below
user: Registration
bot: Please choose the relevant MetaMask Card help topic
user: Can’t find the registration page
bot: Please click here to check the registration criteria. ",None,None,None,None,None,None
910038,"When using the MetaMask Card, there is a minimal fee for each transaction. Specifically, when you use stablecoins like USDC and USDT, you’ll be charged the Linea gas fee, which is variable but typically around $0.02. For non-stablecoins like wETH, the same Linea gas fee applies. Additionally, there is a swap fee of 0.875% for transactions.","bot: MetaMask applies a 0.875% fee on each transaction, which is calculated based on the total value of the transaction before fees are subtracted. Additionally, gas fees are required for transactions on the Ethereum network. These fees are paid in ETH and are necessary to compensate for the computational energy needed to process and validate transactions. 
 
Gas fees are not charged or collected by MetaMask; they are paid to validators for finalizing transactions and securing the blockchain. If you need more detailed information about gas fees, you can refer to the MetaMask gas fees guide.
-----------------------------------
This response was generated by AI.
user: card fees
bot: When using the MetaMask Card, there is a minimal fee for each transaction. Specifically, when you use stablecoins like USDC and USDT, you’ll be charged the Linea gas fee, which is variable but typically around $0.02. For non-stablecoins like wETH, the same Linea gas fee applies. Additionally, there is a swap fee of 0.875% for transactions.
-----------------------------------
This response was generated by AI.
bot: Is this what you were looking for?
Cristi GPT response: When using the MetaMask Card, there is a minimal fee for each transaction. Specifically, when you use stablecoins like USDC and USDT, you’ll be charged the Linea gas fee, which is variable but typically around $0.02. For non-stablecoins like wETH, the same Linea gas fee applies. Additionally, there is a swap fee of 0.875% for transactions.",Transaction failure,None,None,None,None,None
909522,Does not exist,"bot: Pick an option from the menu below
user: Registration
bot: Please choose the relevant MetaMask Card help topic
user: Issues with KYC
bot: Please contact Crypto Life (CL) Support at metamask@cl-cards.com for any issues or questions regarding the KYC for MetaMask Card.",Partner issue,KYC Issue,None,None,None,None
910890,Does not exist,bot: Pick an option from the menu below,None,None,None,None,None,None
910897,Does not exist,"bot: Pick an option from the menu below
user: Registration
bot: Please choose the relevant MetaMask Card help topic
user: Didn’t receive confirmation link
bot: Please contact Crypto Life (CL) Support at metamask@cl-cards.com  for any issues or questions regarding the change of e-mail or phone number for MetaMask Card.",Partner issue,Didn't receive confirmation email,None,None,None,None
910892,Does not exist,"bot: Pick an option from the menu below
user: Registration
bot: Please choose the relevant MetaMask Card help topic
user: Issues with KYC
bot: Please contact Crypto Life (CL) Support at metamask@cl-cards.com for any issues or questions regarding the KYC for MetaMask Card.",Partner issue,KYC Issue,None,None,None,None
895715,"Question
The customer contacted us to inquire about a discrepancy in the amount charged for their purchase using MetaMask card.Summary• Customer made a purchase using MetaMask card for $3.99 using USDC, but was charged 4.09 USDC.
• The discrepancy is due to transaction fees and conversion rates.
• Each transaction requires a small amount of Ether (ETH) to cover gas fees, typically around $0.02.
• USDC is instantly converted into fiat currency at the time of the transaction, with a minimal fee applied.
• Gas fees can fluctuate based on network congestion.","bot: The discrepancy in the amount charged when using the MetaMask card could be due to transaction fees and conversion rates. When you use the MetaMask card, your tokens are instantly converted into fiat, and exchanged to the correct currency. The token’s fiat value and the conversion rate are calculated at the time of the transaction. Additionally, you will be charged a minimal fee for each transaction. For stablecoins like USDC, you’ll be charged the Linea gas fee, which is variable but typically around $0.02, and a swap fee of 0.875%. 
 
This could explain why your $3.99 USD purchase resulted in a charge of 4.09 USDC. If you need further clarification, you can check your ‘Statement of Transactions’ in the ‘Manage’ tab to view the details of the transaction, including conversion rate, fee, and how many tokens were used.
-----------------------------------
This response was generated by AI.
user: i need a real person
bot: We just need a bit more information to connect you with the right person.
bot: Please select the MetaMask app that's related to your inquiry.
bot: Please select the network that's related to your inquiry.
bot: Please share your MetaMask public address (starting with 0x). 
bot: Please provide a detailed description of your query for our agents.
user: Hi, i made a purchase using metamask card for $3.99 using USDC. Why did it take 4.09 USDC
bot: You are now being transferred to an agent.
bot: Hey there! Just letting you know that all our agents are helping other customers right now, but you're in line. Someone will be with you real soon. Thanks for hanging in there!
bot: Hey, just a quick update: we're super busy, but we're getting closer to your turn. Thanks for sticking around.
bot: It’s a busy day on our end, but hang tight, we haven’t forgotten about you! Your turn is coming up. Really appreciate your patience!
bot: Unfortunately our agents are not able to take your request in a timely manner.
bot: We will need to raise a ticket for this request. Our usual reply time is under 1 business day. 
bot: Please provide us with your email address for ticket updates.
bot: Your ticket has been successfully logged into our system.
bot: The team will reply as soon as they can.
bot: Please give your ticket a short title so it's easier to find it in your inbox.
admin: Hey there, Thank you for reaching out to MetaMask Technical Support! 🦊

This discrepancy is due to the transaction fees associated with the card's operation.

Keep in mind that each transaction requires a small amount of Ether (ETH) to cover gas fees. These fees are variable but are typically around $0.02 per transaction. 

When you make a purchase, your USDC is instantly converted into fiat currency. The conversion rate is calculated at the time of the transaction, and a minimal fee is applied.

This aligns with the fees outlined in the MetaMask Card's terms. For a detailed overview of transaction fees and card usage, you can refer to the article below: 

Gas on MetaMask Card

Let me know if you have any additional questions! 
user: Sure, but is there more detailed info, still not sure on the exact rates on how that final amount is reached. $3.99 plus the $0.02 adds up to 4.01 USDC.
admin: Hey there,

Remember that these transactions occur on the blockchain, meaning each action requires a small gas fee paid in the native token of the respective network. 

The value I mentioned is the typical amount, but it can fluctuate based on network congestion.

Here is a guide on gas fees that might help answer some questions about this topic. 

Let me know if this helps answer your concern! 
bot: Just checking back in, let us know if there's anything else we can help with.
user: Nothing else right now thanks, I'm having a great time using the card right now and hopefully can get the metal one soon :D
admin: Hey there,

I'm very glad to hear all of that! 😁

We thank you for your patience and understanding! I'll mark this ticket as solved, but feel free to contact us if you have any other issues. 😄
bot: Thanks for reaching out! If you have 30 seconds, please rate your experience below and share any feedback you have. We’d love to hear from you!
bot: [Conversation Rating Request]
Cristi GPT response: transfer-to-agent
Conversation description: Hi, i made a purchase using metamask card for $3.99 using USDC. Why did it take 4.09 USDC ",Other,None,None,None,None,None
910778,Does not exist,"bot: Pick an option from the menu below
user: What is MetaMask Card?
bot: Please choose the relevant MetaMask Card help topic
user: Getting started with MetaMask Card
bot: Click here to get started with MetaMask Card. 
bot: Was this helpful?",None,None,None,None,None,None
910773,Does not exist,"bot: Pick an option from the menu below
user: Registration
bot: Please choose the relevant MetaMask Card help topic
user: Change e-mail / phone number
bot: Please contact Crypto Life (CL) Support at metamask@cl-cards.com  for any issues or questions regarding the change of e-mail or phone number for MetaMask Card.",Partner issue,Wants to change email,None,None,None,None
910706,"I have a transaction that has been refused , saying ""Authorisation amount higher than non 3ds transaction authorisation threshold"". The amount of this transaction is 5348 euros","bot: Unfortunately we couldn't process your request. Please follow the steps below for receiving further assistance.
bot: Pick an option from the menu below.
user: MetaMask Card
bot: Pick an option from the menu below
user: Using MetaMask Card
bot: Please choose the relevant MetaMask Card help topic
user: I’m having trouble using the card
bot: Please select the option that describes your issue
user: Other
bot: We just need a bit more information to connect you with the right person.
bot: Please select the MetaMask app that's related to your inquiry.
bot: Please select the network that's related to your inquiry.
bot: Please share your MetaMask public address (starting with 0x). 
bot: Please provide a detailed description of your query for our agents.
user: I have a transaction that has been refused , saying ""Authorisation amount higher than non 3ds transaction authorisation threshold"". The amount of this transaction is 5348 euros
user: using Metamask card
bot: You are now being transferred to an agent.
bot: Hey there! Just letting you know that all our agents are helping other customers right now, but you're in line. Someone will be with you real soon. Thanks for hanging in there!
user: 👍
bot: Hey, just a quick update: we're super busy, but we're getting closer to your turn. Thanks for sticking around.
bot: It’s a busy day on our end, but hang tight, we haven’t forgotten about you! Your turn is coming up. Really appreciate your patience!
bot: Unfortunately our agents are not able to take your request in a timely manner.
bot: We will need to raise a ticket for this request. Our usual reply time is under 1 business day. 
bot: Please provide us with your email address for ticket updates.
Conversation description: I have a transaction that has been refused , saying ""Authorisation amount higher than non 3ds transaction authorisation threshold"". The amount of this transaction is 5348 euros",None,None,None,None,None,None
910544,Does not exist,bot: Pick an option from the menu below,None,None,None,None,None,None
910574,"Question
The customer contacted us for help with their MetaMask Card and to learn about spending caps.Summary• Customer needs help with MetaMask Card
• Customer wants to know about spending caps
• Bot provides a link to learn more about spending caps
• Bot asks if the information was helpful
• Customer confirms and conversation ends.","bot: Pick an option from the menu below
user: Using MetaMask Card
bot: Please choose the relevant MetaMask Card help topic
user: What is a spending cap?
bot: Click here to learn more about spending caps 
bot: Was this helpful?
user: That's it 👍
bot: Thank you for reaching out! Please rate our bot to understand how it is doing:
bot: [Conversation Rating Request]
bot: In case you need further assistance, please click the relevant button below.",None,None,None,None,None,None
910569,Does not exist,"bot: Pick an option from the menu below
user: Registration
bot: Please choose the relevant MetaMask Card help topic
user: Issues with KYC
bot: Please contact Crypto Life (CL) Support at metamask@cl-cards.com for any issues or questions regarding the KYC for MetaMask Card.",Partner issue,KYC Issue,None,None,None,None
910545,Does not exist,"bot: Pick an option from the menu below
user: Registration
bot: Please choose the relevant MetaMask Card help topic
user: Change e-mail / phone number
bot: Please contact Crypto Life (CL) Support at metamask@cl-cards.com  for any issues or questions regarding the change of e-mail or phone number for MetaMask Card.",Partner issue,Wants to change email,None,None,None,None
910417,Does not exist,"bot: Pick an option from the menu below
user: Registration
bot: Please choose the relevant MetaMask Card help topic
user: My card hasn't been issued
bot: Please contact Crypto Life (CL) Support at metamask@cl-cards.com  for any issues or questions regarding the change of e-mail or phone number for MetaMask Card.",Partner issue,Couldn't delegate funds,None,None,None,None
910395,Does not exist,"bot: Pick an option from the menu below
user: Security &amp; privacy
bot: Click here to learn about the Security of your MetaMask Card.
bot: Was this helpful?
user: Talk to a person 👤
bot: We just need a bit more information to connect you with the right person.
bot: Please select the MetaMask app that's related to your inquiry.
bot: What version of MetaMask mobile are you using?",Security,None,None,None,None,None
910391,Does not exist,"bot: Pick an option from the menu below
user: Using MetaMask Card
bot: Please choose the relevant MetaMask Card help topic
user: Go back
bot: Hello! You’re chatting with the friendly MetaMask support bot. I'm here to assist you! Please click the button below to start a new support conversation.
user: MetaMask Support
bot: Pick an option from the menu below
user: What is MetaMask Card?
bot: Please choose the relevant MetaMask Card help topic
user: Getting started with MetaMask Card
bot: Click here to get started with MetaMask Card. 
bot: Was this helpful?",None,None,None,None,None,None
910323,Does not exist,bot: Pick an option from the menu below,None,None,None,None,None,None
910207,Does not exist,bot: Pick an option from the menu below,None,None,None,None,None,None
910204,Does not exist,bot: Pick an option from the menu below,None,None,None,None,None,None
910062,Does not exist,bot: Pick an option from the menu below,None,None,None,None,None,None
909911,Does not exist,"bot: Pick an option from the menu below
user: FAQ’s
bot: Click here to see the most common FAQ’s about MetaMask Card.
bot: Was this helpful?",None,None,None,None,None,None
909807,Does not exist,"bot: Pick an option from the menu below
user: Using MetaMask Card
bot: Please choose the relevant MetaMask Card help topic
user: Using your MetaMask Card?
bot: Click here     to learn how to use your MetaMask Card.    
bot: Was this helpful?",None,None,None,None,None,None
909293,Does not exist,"bot: Pick an option from the menu below
user: Using MetaMask Card
bot: Please choose the relevant MetaMask Card help topic
user: Managing your Card
bot: Click here to see how to monitor your Card.
bot: Was this helpful?",None,None,None,None,None,None
909150,Does not exist,bot: Pick an option from the menu below,None,None,None,None,None,None
